user_id,filename,filetype,date_uploaded,filesize
5,example,.csv,2019-10-18,22080
4,example,.csv,2017-02-15,1527
7,example,.mp4,2023-11-02,80216
9,example,.mp4,2022-07-15,51572
7,example,.pdf,2020-04-10,43524
6,example,.xlsx,2022-11-22,64709
8,example,.csv,2024-09-12,88348
3,example,.jpeg,2018-07-13,35898
1,example,.jpeg,2016-10-16,75116
3,example,.xlsx,2021-05-24,33367
6,example,.pdf,2018-11-19,27893
6,example,.xlsx,2018-11-23,39420
2,example,.csv,2017-02-18,50848
4,example,.csv,2026-08-13,47548
2,example,.jpeg,2020-06-22,44391
2,example,.csv,2019-06-06,2438
9,example,.jpeg,2017-01-22,17345
6,example,.pdf,2019-05-28,23350
3,example,.xlsx,2024-01-10,40642
3,example,.csv,2021-10-05,71940
4,example,.jpeg,2024-05-02,86018
4,example,.pdf,2017-04-02,46171
1,example,.pdf,2019-08-18,44970
8,example,.mp4,2023-06-12,75395
6,example,.xlsx,2018-06-05,25299
8,example,.pdf,2017-06-06,22630
7,example,.pdf,2023-05-16,32779
4,example,.mp4,2024-02-12,13321
7,example,.mp4,2022-04-26,83132
4,example,.pdf,2016-03-20,55963
5,example,.mp4,2019-12-01,77493
7,example,.jpeg,2017-04-17,90804
8,example,.xlsx,2018-05-07,42813
7,example,.mp4,2021-09-11,30130
4,example,.pdf,2015-08-02,48716
2,example,.xlsx,2023-09-12,82432
6,example,.mp4,2015-08-19,30453
5,example,.mp4,2018-04-23,97342
5,example,.jpeg,2016-05-04,11545
8,example,.mp4,2016-09-08,23152
8,example,.xlsx,2021-09-18,66976
5,example,.csv,2020-03-14,11135
1,example,.mp4,2018-03-15,57764
2,example,.xlsx,2016-10-19,83270
7,example,.xlsx,2022-11-06,41996
0,example,.jpeg,2024-01-09,73495
5,example,.mp4,2025-06-12,78693
0,example,.pdf,2020-05-03,76818
5,example,.mp4,2016-03-23,21857
9,example,.csv,2018-06-16,4963
4,example,.mp4,2015-05-07,41012
6,example,.csv,2023-12-27,4520
2,example,.xlsx,2017-07-04,65444
3,example,.mp4,2023-07-20,19870
5,example,.xlsx,2021-02-26,11729
8,example,.jpeg,2022-11-11,88476
6,example,.mp4,2020-04-16,4255
7,example,.csv,2020-05-27,55150
0,example,.mp4,2023-07-22,39514
8,example,.jpeg,2025-10-28,32386
5,example,.csv,2019-07-25,30637
5,example,.csv,2017-03-04,65143
1,example,.jpeg,2020-09-07,70721
2,example,.xlsx,2016-01-10,26975
0,example,.mp4,2019-03-09,15401
2,example,.csv,2016-04-01,78287
6,example,.pdf,2022-11-02,92994
7,example,.pdf,2024-08-26,88750
1,example,.csv,2022-03-16,14063
5,example,.pdf,2024-05-18,91291
4,example,.mp4,2015-12-16,75741
3,example,.jpeg,2025-10-03,71956
4,example,.jpeg,2025-05-28,11526
8,example,.pdf,2019-03-25,21392
6,example,.mp4,2019-07-28,60881
9,example,.jpeg,2015-03-22,31537
8,example,.mp4,2019-04-20,71432
6,example,.mp4,2024-07-19,40904
6,example,.xlsx,2019-02-10,89520
5,example,.csv,2015-03-10,42003
7,example,.pdf,2022-06-06,21596
6,example,.xlsx,2021-11-17,24526
1,example,.pdf,2015-09-14,31216
1,example,.jpeg,2020-03-02,39294
9,example,.jpeg,2017-01-28,43059
0,example,.mp4,2019-03-04,46753
9,example,.pdf,2017-02-10,63753
5,example,.jpeg,2017-10-01,61509
4,example,.pdf,2016-07-17,19666
2,example,.jpeg,2025-02-18,79785
7,example,.jpeg,2016-01-03,78173
3,example,.mp4,2020-07-22,57148
8,example,.jpeg,2024-01-01,81211
0,example,.xlsx,2015-03-25,41426
0,example,.mp4,2015-05-09,66983
4,example,.mp4,2026-08-10,17197
5,example,.jpeg,2018-03-17,36493
5,example,.xlsx,2022-12-06,49742
4,example,.xlsx,2018-11-08,21343
6,example,.csv,2022-05-24,45582
1,example,.mp4,2025-01-04,78505
6,example,.jpeg,2020-09-19,41544
2,example,.pdf,2022-05-09,11681
7,example,.pdf,2017-01-02,975
4,example,.csv,2025-05-01,22423
2,example,.xlsx,2015-11-11,43235
5,example,.jpeg,2016-08-12,82089
8,example,.pdf,2018-02-24,97786
8,example,.pdf,2025-04-06,63376
6,example,.pdf,2024-03-13,90686
9,example,.jpeg,2018-09-22,43078
7,example,.jpeg,2025-05-12,71955
4,example,.mp4,2017-11-09,4456
1,example,.pdf,2015-04-07,21209
8,example,.mp4,2015-04-13,57953
8,example,.pdf,2019-08-06,38653
0,example,.xlsx,2022-05-13,29717
5,example,.xlsx,2026-01-24,13078
3,example,.pdf,2023-09-24,50644
0,example,.xlsx,2017-06-27,5357
2,example,.pdf,2024-12-20,39964
9,example,.mp4,2023-08-15,83499
8,example,.jpeg,2025-05-01,99218
9,example,.xlsx,2018-10-19,40245
3,example,.pdf,2026-05-13,49034
5,example,.xlsx,2021-10-25,37039
5,example,.pdf,2023-10-05,97739
1,example,.mp4,2018-09-01,21793
3,example,.csv,2021-08-14,18039
0,example,.xlsx,2021-06-27,17958
6,example,.csv,2015-10-11,43892
1,example,.xlsx,2017-03-04,46193
9,example,.mp4,2017-09-08,92483
8,example,.jpeg,2026-02-05,40986
9,example,.mp4,2021-03-22,94724
0,example,.pdf,2016-03-22,80091
0,example,.xlsx,2020-07-04,75611
9,example,.jpeg,2024-02-03,64353
8,example,.csv,2018-03-12,78804
6,example,.csv,2022-12-18,46084
5,example,.jpeg,2022-08-09,81975
8,example,.xlsx,2025-12-14,50955
3,example,.mp4,2023-07-23,77047
2,example,.xlsx,2015-03-17,93154
5,example,.pdf,2023-06-04,28237
8,example,.jpeg,2024-10-20,40587
5,example,.jpeg,2024-08-18,77885
5,example,.mp4,2024-12-20,26363
5,example,.mp4,2020-08-12,51085
6,example,.xlsx,2024-11-10,62956
7,example,.mp4,2025-07-19,75280
8,example,.pdf,2018-02-13,52266
2,example,.pdf,2016-01-21,3262
2,example,.mp4,2019-01-13,79361
2,example,.mp4,2018-01-16,55923
9,example,.pdf,2021-07-19,9086
4,example,.pdf,2018-02-03,44890
3,example,.xlsx,2026-07-23,66803
6,example,.xlsx,2023-12-25,83150
6,example,.csv,2024-05-01,71783
1,example,.jpeg,2022-09-27,88171
3,example,.pdf,2022-09-04,80280
9,example,.pdf,2017-10-02,66020
6,example,.xlsx,2024-08-22,71213
0,example,.csv,2023-09-26,65247
5,example,.pdf,2016-05-18,2716
4,example,.csv,2018-11-22,97870
8,example,.jpeg,2023-05-15,91847
5,example,.jpeg,2026-10-04,86552
5,example,.pdf,2024-11-27,83555
3,example,.pdf,2023-09-08,31851
2,example,.csv,2019-05-12,94003
4,example,.jpeg,2021-05-13,84883
6,example,.mp4,2026-02-24,41900
7,example,.jpeg,2018-10-19,56219
9,example,.pdf,2024-05-06,93938
3,example,.mp4,2026-07-06,93333
8,example,.mp4,2017-03-22,38793
1,example,.csv,2021-02-01,70542
9,example,.csv,2015-10-18,32556
6,example,.pdf,2022-09-17,26161
6,example,.xlsx,2024-09-10,15346
2,example,.pdf,2015-02-26,94223
4,example,.pdf,2023-04-22,43187
8,example,.mp4,2016-12-23,61759
3,example,.csv,2024-01-15,42137
5,example,.jpeg,2021-05-01,49154
6,example,.jpeg,2018-01-27,48546
6,example,.jpeg,2022-10-23,64591
6,example,.xlsx,2023-10-12,73352
5,example,.mp4,2026-10-22,94979
5,example,.xlsx,2024-12-11,89892
8,example,.mp4,2025-10-23,33811
9,example,.xlsx,2023-03-17,11423
0,example,.jpeg,2021-07-21,36357
6,example,.xlsx,2021-04-19,97843
4,example,.pdf,2026-04-19,30125
3,example,.jpeg,2020-05-15,90907
1,example,.xlsx,2024-06-06,30672
8,example,.jpeg,2020-07-18,7427
4,example,.jpeg,2018-06-28,25381
7,example,.pdf,2021-06-18,76110
4,example,.csv,2023-08-28,10988
